codigo_antigo,codigo_novo,descricao,data_alteracao,unnamed_7
3519-000-0052,3652-000-0052,"Corrente 36 RM 33 cm - 3/8"" 1,6 mm",2022-08-24,
3519-000-0060,3652-000-0060,"Corrente 36 RM 40 cm - 3/8"" 1,6 mm",2022-08-24,
3519-000-0072,3652-000-0072,"Corrente 36 RM 50 cm - 3/8"" 1,6 mm",2022-08-24,
3519-000-0084,3652-000-0084,"Corrente 36 RM 63 cm - 3/8"" 1,6 mm",2022-08-24,
3519-000-0096,3652-000-0096,"Corrente 36 RM 75 cm - 3/8"" 1,6 mm",2022-08-24,
3519-000-0098,3652-000-0098,"Corrente 36 RM 75 cm - 3/8"" 1,6 mm",2022-08-24,
1123-200-0008,1123-200-0860,"MS 210 Motosserra,30cm/12"",63PM",2022-08-24,
1123-200-0013,1123-200-0861,"MS 210 Motosserra,35cm/14"",63PM",2022-08-24,
1123-200-0641,1123-200-0862,"MS 230 Motosserra,35cm/14"",63PM",2022-08-24,
1123-200-0642,1123-200-0863,"MS 230 Motosserra,40cm/16"",63PM",2022-08-24,
1123-200-0725,1123-200-0864,"MS 250 Motosserra,35cm/14"",63PM",2022-08-24,
1123-200-0007,1123-200-0865,"MS 250 Motosserra,40cm/16"",63PM",2022-08-24,
1127-200-0232,1127-200-0380,"MS 310 Motosserra,40cm/16"",36RM",2022-08-24,
1127-200-0308,1127-200-0382,"MS 310 Motosserra,50cm/20"",36RM",2022-08-24,
1127-200-0369,1127-200-0381,"MS 310 Motosserra,40cm/16"",36RM",2022-08-24,
1127-200-0370,1127-200-0383,"MS 310 Motosserra,50cm/20"",36RM",2022-08-24,
1135-200-0431,1135-200-0531,"MS 361 Motosserra,33cm/13"",36RS",2022-08-24,
1135-200-0438,1135-200-0539,"MS 361 Motosserra,40cm/16"",36RS",2022-08-24,
1135-200-0439,1135-200-0530,"MS 361 Motosserra,50cm/20"",36RS",2022-08-24,
1135-200-0441,1135-200-0540,"MS 361 Motosserra,40cm/16"",36RS",2022-08-24,
1135-200-0442,1135-200-0541,"MS 361 Motosserra,50cm/20"",36RS",2022-08-24,
1135-200-0524,1135-200-0532,"MS 361 Motosserra,32cm/13"",36RS",2022-08-24,
1135-200-0525,1135-200-0537,"MS 361 Motosserra,40cm/16"",36RS",2022-08-24,
1135-200-0526,1135-200-0542,"MS 361 Motosserra,50cm/20"",36RS",2022-08-24,
1140-200-0381,1140-200-0679,"MS 362 C-M Motosserra,40cm/16"",36RS",2022-08-24,
1140-200-0382,1140-200-0681,"MS 362 C-M Motosserra,50cm/20"",36RS",2022-08-24,
1140-200-0419,1140-200-0680,"MS 362 C-M Motosserra,40cm/16"",36RS",2022-08-24,
1140-200-0420,1140-200-0682,"MS 362 C-M Motosserra,50cm/20"",36RS",2022-08-24,
1119-200-0243,1119-200-0336,"MS 382 Motosserra,33cm/13"",36RS",2022-08-24,
1119-200-0240,1119-200-0338,"MS 382 Motosserra,40cm/16"",36RS",2022-08-24,
1119-200-0241,1119-200-0337,"MS 382 Motosserra,50cm/20"",36RS",2022-08-24,
1119-200-0242,1119-200-0334,"MS 382 Motosserra,40cm/16"",36RS",2022-08-24,
1119-200-0244,1119-200-0340,"MS 382 Motosserra,50cm/20"",36RS",2022-08-24,
1119-200-0291,1119-200-0335,"MS 382 Motosserra,32cm/13"",36RS",2022-08-24,
1119-200-0292,1119-200-0333,"MS 382 Motosserra,40cm/16"",36RS",2022-08-24,
1119-200-0293,1119-200-0339,"MS 382 Motosserra,50cm/20"",36RS",2022-08-24,
1142-200-0171,1142-200-0261,"MS 462 Motosserra,40cm/16"",36RS",2022-08-24,
1142-200-0172,1142-200-0262,"MS 462 Motosserra,50cm/20"",36RS",2022-08-24,
1142-200-0189,1142-200-0263,"MS 462 Motosserra,63cm/25"",36RM",2022-08-24,
1142-200-0190,1142-200-0263,"MS 462 Motosserra,63cm/25"",36RM",2022-08-24,
1144-200-0352,1144-200-0483,"MS 651 Motosserra,50cm/20"",36RM",2022-08-24,
1144-200-0427,1144-200-0484,"MS 651 Motosserra,63cm/25"",36RM",2022-08-24,
1144-200-0329,1144-200-0485,"MS 661 Motosserra,50cm/20"",36RM",2022-08-24,
1144-200-0428,1144-200-0486,"MS 661 Motosserra,63cm/25"",36RM",2022-08-24,
1144-200-0328,1144-200-0487,"MS 661 Motosserra,75cm/30"",36RM",2022-08-24,
1144-200-0429,1144-200-0486,"MS 661 Motosserra,63cm/25"",36RM",2022-08-24,
1144-120-0626,1144-120-0628,Carburador 1144/28,2023-01-18,
4137-120-0628,4137-120-0636,Carburador 4137/36,2023-01-18,
6460-435-7000,4812-435-7001,Alavanca,2023-01-18,
1128-007-1001,1119-007-2501,"Jogo de rolete anular 3/8"" 8d",2022-01-23,
4134-020-1211,4134-020-1218,Cilindro com pistão Ø 35 mm,2022-01-23,
6460-435-7000,4812-435-7001,Alavanca,2022-01-23,
6010-435-0300,4812-435-0302,Interruptor,2023-02-13,
4950-500-1301,4950-500-1305,Pistola,2023-02-15,
4134-350-0417,4134-350-0421,Tanque de combustível,2023-02-15,
4951-510-0301,4951-510-0305,Pistão de comando,2023-02-15,
4241-140-2801,4241-140-2803,Carcaça do filtro,2023-02-15,
4144-021-0301,4241-021-0302,Carcaça do virabrequim,2023-02-15,
4950-605-1002,4950-600-1901,Capacitor,2023-02-15,
4950-791-5400,4950-791-5407,Suporte,2023-02-15,
4282-790-0301,4282-790-0303,Cabo da mão,2023-02-15,
4203-709-2002,4203-709-2003,Anel de vedação,2023-02-15,
4247-790-1800,4247-790-1801,Quadro de transporte,2023-02-15,
0000-670-0400,0000-670-0401,Tela,2023-02-15,
1130-145-2900,1130-145-2901,Tampa do silenciador,2023-02-27,
4785-605-1000,4788-605-1000,Capacitor 70 µF,2023-03-02,
4182-740-5005,4182-740-5011,HT-KM Moto-poda,2023-03-02,
4182-740-5008,4182-740-5011,HT-KM Moto-poda,2023-03-02,
4182-740-5002,4182-740-5011,HT-KM Moto-poda,2023-03-02,
1128-080-2104,1128-080-2117,Carcaça do ventilador c/disp. arranque,2023-03-02,
4850-430-5508,EA09-430-5508,"AL 300, 220 V Carregador rápido de",2023-03-09,
4850-430-5509,EA09-430-5509,"AL 300, 127 V Carregador rápido de",2023-03-09,
9523-003-4300,9523-003-4301,Rolamento de esferas 15x38x11,2023-03-09,
0463-902-1653,7030-871-0028,Bota preta impermeável Nr.37,2023-04-26,
0463-902-1654,7030-871-0029,Bota preta impermeável Nr.38,2023-04-26,
0463-902-1655,7030-871-0030,Bota preta impermeável Nr.39,2023-04-26,
0463-902-1656,7030-871-0031,Bota preta impermeável Nr.40,2023-04-26,
0463-902-1657,7030-871-0032,Bota preta impermeável Nr.41,2023-04-26,
0463-902-1658,7030-871-0033,Bota preta impermeável Nr.42,2023-04-26,
0463-902-1659,7030-871-0034,Bota preta impermeável Nr.43,2023-04-26,
0463-902-1660,7030-871-0035,Bota preta impermeável Nr.44,2023-04-26,
4520-400-6503,4520-400-6535,AK 20 Bateria,2023-05-03,
4137-200-0376,4137-200-0397,"KM 85 R HT Motopoda 30cm/12"",61PMM3",2023-05-09,
4182-200-0192,4182-200-0208,"Implem. KM - HT Motopoda,30cm/12"",61PMM3",2023-05-09,
4818-011-3510,4818-011-3533,"HSE 52 Podador elétrico, 127V, 500mm/20""",2023-05-09,
4818-011-3511,4818-011-3534,"HSE 52 Podador elétrico, 220V, 500mm/20""",2023-05-09,
4000-713-3300,4147-710-8220,Protetor Ø 225 mm,2023-05-09,
4137-140-1000,4137-140-1001,Tampa do filtro,2023-05-10,
4137-141-0500,4137-140-1001,Tampa do filtro,2023-05-10,
4244-700-0812,4244-700-0803,Recipiente 14 l - Retangular,2023-05-11,
4137-124-2800,4137-124-2801,Filtro,2023-05-11,
4244-709-2000,4244-709-2001,Anel de vedação,2023-05-23,
1119-020-2121,1119-020-2122,Carcaça do virabrequim,2023-05-24,
4950-500-1305,4930-500-1305,Pistola,2023-06-21,
4137-124-1500,4137-124-1501,Pré-filtro de plástico,2023-07-05,
4241-120-2205,Z010-056-A023,Flange,2023-07-31,
9503-003-9372,4243-640-5100,Rolamento de esferas607-2Z-C3,2023-08-02,
1250-790-1005,1250-790-1007,Carcaça do punho,2023-08-10,
4282-790-0301,4282-790-0303,Cabo da mão,2023-08-24,
1254-011-5887,MA04-011-5813,"MSA 60.0 C-B 1/4""P SET 127V Motosserra à",2023-09-06,
1254-011-5886,MA04-011-5812,"MSA 60.0 C-B 1/4""P SET 220V Motosserra à",2023-09-06,
1254-011-5873,MA04-011-5803,"MSA 60.0 C-B 1/4""P Motosserra à bateria",2023-09-06,
1254-011-5856,MA04-011-5828,"MSA 70.0 C-B 1/4""P SET 220V Motosserra à",2023-09-06,
1254-011-5857,MA04-011-5829,"MSA 70.0 C-B 1/4""P SET 127V Motosserra à",2023-09-06,
1254-011-5843,MA04-011-5819,"MSA 70.0 C-B 1/4""P Motosserra à bateria",2023-09-06,
1252-200-0054,1252-200-0054,"MSA 161 T Motosserra à bateria,30cm/12""",2023-09-06,
1250-200-0059,MA03-200-0001,MSA 160.0 C-B Motosserra à bateria,2023-09-06,
1251-200-0031,MA03-200-0024,MSA 200.0 C-B Motosserra à bateria,2023-09-06,
1251-200-0109,MA03-200-0026,MSA 220.0 C-B Motosserra à bateria,2023-09-06,
4850-400-6570,4850-400-6588,AP 300 S Bateria,2023-09-06,
1252-430-0501,1252-430-0502,Interruptor,2023-09-19,
4950-500-0903,4930-500-0910,Lança de jatear,2023-09-19,
4950-500-5601,4930-500-5631,Conjunto de pulverização,2023-10-09,
4182-007-0600,4182-007-0601,Kit rolamento,2023-10-09,
4140-121-1605,4140-121-1602,Flange intermediário,2023-10-09,
4241-140-2800,4241-140-2803,Carcaça do filtro,2023-10-09,
4241-140-2801,4241-140-2803,Carcaça do filtro,2023-10-09,
4930-500-0602,4930-500-0601,Válvula,2023-10-09,
0835-090-7034,0835-090-7050,"Disco de corte D-B10 Ø 230mm/9""",2023-10-30,
1144-120-0626,1144-120-0628,Carburador 1144/26,2023-10-30,
1250-200-0059,MA03-200-0001,MSA 160 C-B Motosserra à bateria,2023-10-30,
4812-011-3536,4812-011-3566,"HSE 61 Podador elétrico, 220V, 500mm/20""",2023-10-30,
4857-716-6501,4857-716-6503,Peça de fixação,2023-11-10,
4137-141-0500,4137-140-1001,Tampa do filtro,2023-11-10,
4228-200-0002,4228-200-0007,"HS 45 Podador,450mm/18""",2024-02-13,
4137-160-2002,4137-160-2004,Embreagem,2024-02-13,
4850-430-5508 ,EA09-430-5508,"AL 301, 220 V Carregador rápido de",2024-03-08,
4521-011-3533,4521-011-3563,"HSA 50.1 Podador a bateria, 500mm/20""",2024-04-25,
4521-011-3546,4521-011-3576,"HSA 50.1 SET Podador a bateria, 500mm/20"", 220V",2024-04-25,
         4140-200-0357           ,           4140-200-0598           ,"FS 38 Roçadeira,AutoCut C6-2         ",2024-06-07,
"
1135-020-1202","
1130-140-0608",Silenciador,2024-09-01,
4520-400-6540,4520-400-6545,AK 30.0 S Bateria,2024-09-02,
4228-120-0609 ,4228-120-0615,Carburador 4228/15,2024-10-14,
4511-011-3507,4511-011-3527,"HSA 45 Podador a bateria, 500mm/20""",2024-11-04,
4850-400-6560,4850-400-6568,AP 200 S,2025-02-11,
4523-011-5977,BA05-011-5916,BGA 50.0 SET 127V,2025-02-25,
4523-011-5976,BA05-011-5915,BGA 50.0 SET 220V,2025-02-25,
4523-011-5963,BA05-011-5900,BGA 50.0,2025-02-25,
4850-430-5708,EA09-430-5708,"AL 501, 220 V Carregador rápido de bateria",2025-03-06,
3522-000-1640,3651-000-1640,35 RM Rapid Micro Rolo de corrente,2025-04-03,
3519-000-1640,3652-000-1640,36 RM Rapid Micro Rolo de corrente,2025-04-03,
,3664-000-1640,36 RM3 Rapid Micro Rolo de corrente,2025-04-03,
3525-000-1640,3653-000-1640,36 RMX Rapid Micro Rolo de corrente,2025-04-03,
3514-000-1640,3621-000-1640,36 RS Rapid Super Rolo de corrente,2025-04-03,
,3626-000-1640,36 RS3 Rapid Super Rolo de corrente,2025-04-03,
3523-000-1640,3613-000-1640,63 PM Picco Micro Rolo de corrente,2025-04-03,
,3636-000-1640,63 PM3 Picco Micro Rolo de corrente,2025-04-03,
4521-011-3547,4521-011-3577,"HSA 50.1 SET Podador a bateria, 127V,",2025-04-25,
4521-011-3546,4521-011-3576,"HSA 50.1 SET Podador a bateria, 220V,",2025-04-25,
4521-011-3533,4521-011-3563,"HSA 50.1 Podador a bateria, 500mm/20""",2025-04-25,
4850-400-6588,4850-400-6578,AP 300 S Bateria,2025-06-10,
